reviews,titles
공유  인생연기 멋지다,용의자
    년도 영화인지 몰랐네요  정말 잘 만든 남북영화인듯  공유와 박희순의 연기도 좋지만 그에 못지 않은 조연들의 활약도 대단함  특히 조성하 배우님  끝부분에 웃는 모습에서는 정말 소름끼칠 정도였음 ,용의자
아니 왜 이영화가     만인가   이런 욕  나와 이건     만 봐야  하는 명작이다 또  보는데  아직도 전율이  온몸에  흘러내린다 아 우,용의자
잘 봤어요,용의자
와,용의자
다 좋았지만 너무 대놓고 조잡한 티가 나는 장면이 딱 하나 있었는데 그게 박희순 배우님 첫등장 할때였다  낙하산 타고 내려오던 씬이였는데 너무 조잡해서 그 뒤부터 계속 머릿속에 남아 몰입을 흐트려트렸다  개인적으론 아주 큰 감점요인이 있었음에도  점이다  정말 잘 만든 영화고 액션 영화팬이라면 꼭 보시길 추천한다 ,용의자
대박   ,용의자
와 액션뭔가요,용의자
살짝 보다 껐음  일단 조연들 연기를 너무 못함,용의자
다시 봤는데  재밌네 ,용의자
아저씨 베를린급영화  공유액션도잘한다  스토리연기다기대이상  몇번씩보는영화 거의없는데  다시봐도좋은영화  이런게액션영화지  관객수가이해안가게아쉽다,용의자
넷플에는  왜 없는거  영화 대박,용의자
와우     왜 천만이 아닌지 ,용의자
넷플릭스에서  부작으로 다시 만들면  조 벌수 있는 작품성 배우들의 열연,용의자
넘 잼났어요   ,용의자
영화는 좋은데 카메라 앵글이 너무 답답하고 어수선하다  액션장면도 연속성없이 장면하나하나 짜집기한 느낌  스릴감이 떨어짐 ,용의자
남복 관련 영화중 죄고다 액션이나 내용 공유 박휘순의 연기 모두 베스트다 자동차 씬들 굿굿 맷 데이먼 본 시리즈 한국판으로 착각할 정도   ,용의자
댓글 알바 좀 그만  본시리즈의 단점만 따라함,용의자
내가 이 대작을 왜 이제 봤지    헐리우드에 안 밀리는 액션 블락버스터 ,용의자
한국은 액션에 진심인 나라    떡칠한 미국  중국 영화랑 비교불가   쌩 라이브 리얼 액션 이정도면 본시리즈 능가  특히 주택가 차 추격씬 쩐다     배우들 열연은 덤  ,용의자
한국 액션영화의 새지평을 쓴 작품 공유 액션 짱이다 ,용의자
이게   년도 영화라니   최근에 나온 작품 인 줄 알았다  처음에 공유 북한말 연습이 좀 덜된 듯 해서 아쉽다 생각했는데 액션과 연기로 다 씹어먹네   몰입도 좋고 스토리 좋고 웨이브로 봐서 미안해요,용의자
굉장히  잘만들어진 영화 인데 의외로 관객에게 외면당한 영화    영상 스토리 음악 연기 어느하나  부족함이 없다    잘만들어진 영화는  두세번봐도 어색하지않다 ,용의자
재미는 있으나 너무 따라쟁이 아니냐 이것도 장르의법칙인가 하다못해 음악까지 본시리즈,용의자
제이슨 본으로 시작해서 쉬리를 지나 영웅본색으로 끝나는데 김성균말고는 아무도 이해가 안간다 ,용의자
마지막 공유의 표정 연기가 압권 ,용의자
본 시리즈 빰치는 영화 ,용의자
대단한 액쎤 공유,용의자
이영화 왜    만 밖에 안되죠  우리나라 액션영화 중에 최고임 공유씨 액션 대박에 몸 작정하고 만드셧을듯 진심 힘들게 고통받고 찍은 영화 같은데    공유씨가 멜로눈깔인줄만 았았는데 액션도 장난아니네요 암턴 대박이에요 우리나라에서 이런 액션영화 다시는 나올지 꼭 보세요,용의자
누구랑 싸워도 공유가 이길걸 알기 때문에 오히려 긴장감 제로    북한요원은 짐승들도 못피하는 저격총도 잘 피하고  소리도 없이 차에서 탈출하면서 운전 실력도 분노의 질주 급으로 할 수 있나요  ,용의자
우리나라  추격씬  중 이렇게 흥미진진하고 퀄리티 높은 영화는  첨 봄   정말 재밌게 잘봤어욤  ,용의자
멋있었어요  남북의 평화와 세계 평화를 간절히 기원합니다 ,용의자
지금   에서 봤는데 와     정말  추격씬 멋지고 쉴틈이 없는  정말 잘  만든 영홥니다 마지막 정말 눈물나네요   짱입니다 ,용의자
굿 ,용의자
대박         에서 나오길래 봤다가 깜놀    울나라에서 이런 추격신과 액션이 가능한 것에 정말 놀랐다  공유   다시 믿고 보는 배우 인증    용의자    안 나오나요  기대만땅    ,용의자
재미 긴장감 배우들의 밀도높은 연기 만점짜리,용의자
와   대단대단   공유    ,용의자
이건     만 영화다,용의자
굿,용의자
    년도 영화와비교해봐도   손색없을듯   ,용의자
이런 엄청난 작품을  여태껏 모르다가 이제 보게 되다니 공유  연기  범접불가다,용의자
 ,용의자
민대령 너무 간지나    아무리봐도 진히어로는 민대령임      ,용의자
다음 생의 내 남편 연기 잘하네 역시 잘생겼다 다음 생에 만나자 이번 생은 망해서 못만나   ,용의자
액션 완성도가 높은편인데 그데 비하면 흥행이 아쉽네,용의자
                ,용의자
꼭 보세요,용의자
재개봉 갑시다  ,용의자
진짜 너무너무 재밌다  시간이 정말 후딱후딱 대박이다,용의자
또봐도 재밌음   영화는 잘 모르지만 감독도 촬영감독도 궁금해지는 영화      만이 뭐임  믿을 수 없음,용의자
와   공유 연기 대박  연기 잘 하는건 알았지만 진짜  잘한다는 생각이 들게 하는 영화였다  엑션씬이든 추격씬이든 뭐하나 어색하거나  적당히 한 것이 없고 너무 잘 찍음 우리나라 영화라는게 으쓱할 정도였음 최고    ,용의자
잼있다,용의자
정말 최고의 영화,용의자
방금 재방보고 검색해보니     년 영화군요 너무 재밌게  봤네요  공유님 멋쪄부러요,용의자
와    이 영화를 이제야  봤네  본시리즈 못지않은 한국형 액션에 본시리즈 못지않은 카체이싱 장면까지 와우  정말 시간가는줄 모르고 재미있게 봤음  잘난 척하는 민간평론가들 말 집어치우고 안보신분있으면 보시길   ,용의자
마지막까지  흥미진진하다   오랜만에 좋은영화 봤어요,용의자
오랜만에 진짜 재밌는 영화,용의자
공유가 불사조 인것 빼고 영화전개최고,용의자
눈이 피곤할  정도로 넘 커트가 심하지만  공유 개고생 눈물날 정도라   점 드림,용의자
초반 몰입도 좋음  바트 주인공이 불사조야      여기서 스토리가 무너짐,용의자
최고  이제야 보게된게 아쉬울 정도   ,용의자
이건 정말 천만관객이 들었어야할 영화다  너무 멋지다,용의자
이 영화가 왜 천만이 아닐까요  스토리 액션 연기 대박  차 관람해도 질리지 않아요 공유 팔    도 돌리는 거 실화 ,용의자
최고였다 ,용의자
여러번을 봐도 재밌게 봤네요 ,용의자
장면 장면 뭔 한 씬이  초 미만이야  ,용의자
마초적인 액션 구웃        흡입력도 좋고 재밌음,용의자
공유 연기 짱    진짜 잼있게 봤네요 ,용의자
왜 후속편 안나오는거냐   공유 아직 중국도착 못한거냐,용의자
왜 이제야 이 영화를 알게 된건지   ,용의자
도입부 살인사건 누명을 뒤집어 쓰는 과정이 그리 매끄럽지 않았고 좀 얼렁뚱땅 전개된 감이다  공유의 연기 변신은 잘 보았으나 가면 갈수록 뒤죽박죽된 스토리와 크게 와닿지 않는 억지 신파  타 남자배우의 오버스러운 연기에    끝까지 보는것을 포기하고 껏다 ,용의자
나 왜 지금 봤지  완전 잼 있음 한국판 본 시리즈  만들자,용의자
공유 겁나 멋있음     공유 팬임 ,용의자
대박   너무 재밌다  박희순 공유    대단하다  갠적으로 공유가 중국에 딸 찿으러간 엔딩 너무좋음   수갑풀고 그냥 사라지는 엔딩인줄 안았슴 ,용의자
스토리  전개  액션 베리 굿 ,용의자
좋다  색달랐다 ,용의자
왜 더 흥행이 안된건지 의문일 정도로 훌륭한 액션 영화다 ,용의자
굿,용의자
한국판 본아이덴티티   제임스본 멧데이먼   지동철 공유  난 후속이나왔으면좋겠다  인신매매범들과합방한그이후에스토리로전개해서여   ,용의자
내용도  훌륭   연기도훌륭  연출도 훌륭    보기드문  액션에  그럴싸한내용   시기를  잘못탄 아까운영화,용의자
재밌네요 정말,용의자
오랜만에 다시보기 더 잼나네,용의자
완전 재밌음,용의자
한국 액션영화 중 단연 최고  ,용의자
굿메이드 영화  빠른 전개 추격신 정 말 좋았음,용의자
굿  ,용의자
액션도 내용도 좋았다,용의자
이정도면 한국의 본 시리즈 액션이다  시간이 지나서 봐도 참 볼만하다,용의자
공유의 액션과 차량 추격전 이  압권이였고   빠른 스토리전개가  일품이였다    의외로  관객수가  적어서  아쉽다 ,용의자
와 잘만들었네  ,용의자
이정도면 재미 있는거 아닌가  ,용의자
몇번을 봐도 재밌음 ,용의자
굉장,용의자
 편의 단점을 보완해서  편이 나와도 괜찮을듯 ,용의자
북한 공작원 소재 다룬 영화 중 제일 몰입도가 높다  스토리가 꽉 채워져 어디 하나 버릴 부분이 없다  의도적인 유쾌함을 연출하지 않았지만  영화를 보고 난 후  통쾌함을 느낄 수 있다  완성도가 아주 높으니 추천한다,용의자
연기도 좋고 다 갠찮은데   왜 지루하지     하품   아흠   술을 줄여야 겠다  ,용의자
간만에 명작을 봤네요  ,용의자
   만밖에 안들었다니   공유   대단하네,용의자
이야기  몰입갑  결말 전부 다 마음에 든다 좋은 흡입력 있는 영화  ,용의자
짜임새가 있다   깊은 감동이다  딸을 위해나도 할 수 있을까 ,용의자
난 공유가 이렇게  연기 잘하는 배우인지 이영화보고 완전 팬 됐어요 정말 재밌게 잘 봤습니다,용의자
꿀잼 지루할 틈이 없네,용의자
이 감독이 봉오동 전투 감독  원신연  액션이 실감남 ,용의자
겁나 재밌게 봤는데  편제작 안해서 안타까움  ,용의자
베리굿 ,용의자
이런 영화가 있는지도 몰랐는데  영화소개 유튜브를 보고 혹시나 하며 찾아 봤다  아 이런 개꿀잼이네    약간의 빈틈은 있지만 연기가 너무 좋았고 스토리도 괜찮았다 ,용의자
왜 이 영화를 이제서야 보게 되었는지    멋진 영화입니다  모든 배우들의 연기가 대단하네요 영화 자체가 갖는 스토리의 한계는 부분적으로 있지만 이런 한국영화 다시 보기 어려울 듯 합니다 ,용의자
굿,용의자
첨부터마지막까지 긴장을 풀수없을정도로 몰입감최고,용의자
몰입도 짱   본 시리즈보다 낫네,용의자
공유의 연기 굿,용의자
난 공유 원래 연기좋아하고   마지막 아이와 재회했을때  넘 슬펐음 ,용의자
 완좋은 작품 심지어 다 멋진배우들,용의자
주연조연 모두 연기력 최고  공유의 이런 표정연기 첨 보는거 같아요,용의자
오랫만에 몰입하면서 본 아주 재밌는 영화였어요 ,용의자
헐 대박   영화를 본듯 하네요 ,용의자
헐  이런 영화 평점이     늠 박함 ,용의자
한국 최고 액션 영화  박희순이 담배 사러 나가고 끝났어도 좋았다,용의자
재밋네  연기 다들 잘하네    좀 오래된 영화인데  몰라봤다   ,용의자
최고네요 긴장감이  공유도 멋있고 액션짱  ,용의자
공유 액션  짱,용의자
이때부터  도깨비였네,용의자
이정도면 아주 잘만든 영화라 본다  한국 액션영화중에서는  세손가락안에 든다고 확신한다   스토리  액션  연기   모두 좋았다   쉬리  강철비  용의자   한국 액션 영화중 잘만든 영화들이다 ,용의자
최고  저자본으로 퀄리티있는 영화 감사합니다 ,용의자
어설프게 본시리즈 따라한줄 알았는데 유치하지도 않고 나름 잘따라했다  한국식액션중에서 상급에 속하는 액션인것같다 ,용의자
살짝 빈약한 스토리와 수십명에게 둘러싸여도 총상 한번 없는 의아함이 있지만 마치 실제 첩보원  간첩등이 있다면 이런 느낌일까 싶을정도로 배우들의 뛰어난 연기와 액션의 노고에 찬사를 보낸다,용의자
아주 재미 있구먼,피끓는 청춘
피끓는 유토피아,피끓는 청춘
다시 봐도 좋은 영화가 수작인거죠  ,피끓는 청춘
